TransactionID,Date,Product,Quantity,Region,Channel,CustomerID,Price,Revenue,Discount_Percent,Discount_Amount,Final_Revenue,Month,Month_Name,Quarter,Year,DayOfWeek
TXN00449,2024-08-26,SSD Drive,2,East,Retail Store,CUST0010,129,258,0,0.0,258.0,8,August,3,2024,Monday
TXN00450,2024-10-16,Graphics Card,4,North,Retail Store,CUST0067,449,1796,5,89.80000000000001,1706.2,10,October,4,2024,Wednesday
TXN00451,2024-04-05,USB Cable,4,North,Online,CUST0152,12,48,0,0.0,48.0,4,April,2,2024,Friday
TXN00452,2024-05-05,USB Cable,5,East,Online,CUST0005,12,60,0,0.0,60.0,5,May,2,2024,Sunday
TXN00453,2024-04-27,USB Cable,4,South,Online,CUST0195,12,48,0,0.0,48.0,4,April,2,2024,Saturday
TXN00454,2024-02-17,SSD Drive,3,North,Online,CUST0186,129,387,10,38.7,348.3,2,February,1,2024,Saturday
TXN00455,2024-03-29,Laptop,1,East,Online,CUST0027,899,899,0,0.0,899.0,3,March,1,2024,Friday
TXN00456,2024-08-24,Monitor,5,East,Phone,CUST0113,299,1495,5,74.75,1420.25,8,August,3,2024,Saturday
TXN00457,2024-09-28,Webcam,3,West,Online,CUST0015,89,267,5,13.350000000000001,253.65,9,September,3,2024,Saturday
TXN00458,2024-07-07,RAM,2,South,Online,CUST0163,85,170,10,17.0,153.0,7,July,3,2024,Sunday
TXN00459,2024-07-10,Mouse,1,West,Phone,CUST0105,25,25,15,3.75,21.25,7,July,3,2024,Wednesday
TXN00460,2024-03-09,Laptop,4,South,Online,CUST0181,899,3596,0,0.0,3596.0,3,March,1,2024,Saturday
TXN00461,2024-10-04,Graphics Card,1,North,Retail Store,CUST0044,449,449,0,0.0,449.0,10,October,4,2024,Friday
TXN00462,2024-12-14,Mouse,2,South,Online,CUST0026,25,50,15,7.5,42.5,12,December,4,2024,Saturday
TXN00463,2024-09-03,USB Cable,5,East,Online,CUST0175,12,60,0,0.0,60.0,9,September,3,2024,Tuesday
TXN00464,2024-03-16,Keyboard,5,East,Retail Store,CUST0162,75,375,5,18.75,356.25,3,March,1,2024,Saturday
TXN00465,2024-06-02,Graphics Card,5,South,Retail Store,CUST0095,449,2245,5,112.25,2132.75,6,June,2,2024,Sunday
TXN00466,2024-05-23,Mouse,4,South,Retail Store,CUST0178,25,100,5,5.0,95.0,5,May,2,2024,Thursday
TXN00467,2024-03-26,USB Cable,3,South,Retail Store,CUST0084,12,36,15,5.3999999999999995,30.6,3,March,1,2024,Tuesday
TXN00468,2024-07-03,Mouse,3,West,Online,CUST0140,25,75,20,15.0,60.0,7,July,3,2024,Wednesday
TXN00469,2024-10-11,Keyboard,1,South,Retail Store,CUST0132,75,75,10,7.5,67.5,10,October,4,2024,Friday
TXN00470,2024-08-07,USB Cable,4,North,Retail Store,CUST0087,12,48,0,0.0,48.0,8,August,3,2024,Wednesday
TXN00471,2024-03-09,Monitor,5,West,Phone,CUST0176,299,1495,15,224.25,1270.75,3,March,1,2024,Saturday
TXN00472,2024-02-16,Laptop,5,West,Retail Store,CUST0183,899,4495,0,0.0,4495.0,2,February,1,2024,Friday
TXN00473,2024-04-03,Headphones,2,South,Retail Store,CUST0112,149,298,0,0.0,298.0,4,April,2,2024,Wednesday
TXN00474,2024-08-25,RAM,2,North,Phone,CUST0129,85,170,15,25.5,144.5,8,August,3,2024,Sunday
TXN00475,2024-07-22,SSD Drive,5,West,Phone,CUST0089,129,645,0,0.0,645.0,7,July,3,2024,Monday
TXN00476,2024-08-05,RAM,5,East,Online,CUST0066,85,425,0,0.0,425.0,8,August,3,2024,Monday
TXN00477,2024-12-06,Graphics Card,4,West,Phone,CUST0158,449,1796,0,0.0,1796.0,12,December,4,2024,Friday
TXN00478,2024-02-08,RAM,3,South,Online,CUST0131,85,255,15,38.25,216.75,2,February,1,2024,Thursday
TXN00479,2024-04-09,USB Cable,2,North,Phone,CUST0122,12,24,5,1.2000000000000002,22.8,4,April,2,2024,Tuesday
TXN00480,2024-10-15,Monitor,3,South,Phone,CUST0149,299,897,5,44.85,852.15,10,October,4,2024,Tuesday
TXN00481,2024-09-10,Headphones,4,East,Online,CUST0084,149,596,0,0.0,596.0,9,September,3,2024,Tuesday
TXN00482,2024-08-09,Laptop,5,East,Phone,CUST0177,899,4495,10,449.5,4045.5,8,August,3,2024,Friday
TXN00483,2024-12-22,Laptop,3,East,Online,CUST0116,899,2697,10,269.7,2427.3,12,December,4,2024,Sunday
TXN00484,2024-01-23,Keyboard,5,South,Phone,CUST0190,75,375,0,0.0,375.0,1,January,1,2024,Tuesday
TXN00485,2024-09-06,SSD Drive,5,West,Retail Store,CUST0116,129,645,0,0.0,645.0,9,September,3,2024,Friday
TXN00486,2024-01-10,Mouse,1,South,Phone,CUST0038,25,25,0,0.0,25.0,1,January,1,2024,Wednesday
TXN00487,2024-09-02,Monitor,3,North,Online,CUST0143,299,897,20,179.4,717.6,9,September,3,2024,Monday
TXN00488,2024-11-20,Mouse,3,West,Phone,CUST0110,25,75,5,3.75,71.25,11,November,4,2024,Wednesday
TXN00489,2024-04-09,Headphones,5,East,Online,CUST0180,149,745,15,111.75,633.25,4,April,2,2024,Tuesday
TXN00490,2024-10-16,RAM,4,South,Online,CUST0046,85,340,0,0.0,340.0,10,October,4,2024,Wednesday
TXN00491,2024-06-28,Laptop,1,East,Retail Store,CUST0025,899,899,10,89.9,809.1,6,June,2,2024,Friday
TXN00492,2024-08-10,Headphones,5,East,Retail Store,CUST0021,149,745,10,74.5,670.5,8,August,3,2024,Saturday
TXN00493,2024-09-06,RAM,2,North,Online,CUST0121,85,170,5,8.5,161.5,9,September,3,2024,Friday
TXN00494,2024-05-26,Laptop,2,West,Phone,CUST0122,899,1798,20,359.6,1438.4,5,May,2,2024,Sunday
TXN00495,2024-04-05,RAM,1,North,Online,CUST0133,85,85,0,0.0,85.0,4,April,2,2024,Friday
TXN00496,2024-09-13,SSD Drive,4,North,Online,CUST0070,129,516,0,0.0,516.0,9,September,3,2024,Friday
TXN00497,2024-11-20,Monitor,5,North,Phone,CUST0113,299,1495,5,74.75,1420.25,11,November,4,2024,Wednesday
TXN00498,2024-01-04,Graphics Card,3,East,Phone,CUST0107,449,1347,10,134.70000000000002,1212.3,1,January,1,2024,Thursday
TXN00499,2024-01-16,Headphones,1,North,Phone,CUST0112,149,149,5,7.45,141.55,1,January,1,2024,Tuesday
TXN00500,2024-10-06,Headphones,4,North,Phone,CUST0108,149,596,0,0.0,596.0,10,October,4,2024,Sunday
TXN00501,2024-12-01,Webcam,3,West,Online,CUST0047,89,267,5,13.350000000000001,253.65,12,December,4,2024,Sunday
TXN00502,2024-09-03,USB Cable,2,West,Online,CUST0196,12,24,0,0.0,24.0,9,September,3,2024,Tuesday
TXN00503,2024-09-14,SSD Drive,2,North,Retail Store,CUST0091,129,258,0,0.0,258.0,9,September,3,2024,Saturday
TXN00504,2024-06-08,SSD Drive,3,West,Online,CUST0018,129,387,5,19.35,367.65,6,June,2,2024,Saturday
TXN00505,2024-12-05,Mouse,1,West,Phone,CUST0149,25,25,10,2.5,22.5,12,December,4,2024,Thursday
TXN00506,2024-05-31,RAM,2,North,Retail Store,CUST0104,85,170,0,0.0,170.0,5,May,2,2024,Friday
TXN00507,2024-06-26,USB Cable,5,East,Phone,CUST0151,12,60,0,0.0,60.0,6,June,2,2024,Wednesday
TXN00508,2024-06-11,Monitor,3,North,Online,CUST0192,299,897,0,0.0,897.0,6,June,2,2024,Tuesday
TXN00509,2024-02-02,Monitor,3,West,Retail Store,CUST0195,299,897,0,0.0,897.0,2,February,1,2024,Friday
TXN00510,2024-06-27,SSD Drive,2,East,Phone,CUST0040,129,258,10,25.8,232.2,6,June,2,2024,Thursday
TXN00511,2024-04-10,Monitor,1,South,Retail Store,CUST0138,299,299,15,44.85,254.15,4,April,2,2024,Wednesday
TXN00512,2024-09-24,Webcam,5,East,Retail Store,CUST0089,89,445,0,0.0,445.0,9,September,3,2024,Tuesday
TXN00513,2024-11-18,Headphones,1,West,Online,CUST0180,149,149,10,14.9,134.1,11,November,4,2024,Monday
TXN00514,2024-03-05,Keyboard,4,East,Phone,CUST0200,75,300,15,45.0,255.0,3,March,1,2024,Tuesday
TXN00515,2024-06-16,Graphics Card,4,North,Retail Store,CUST0061,449,1796,10,179.60000000000002,1616.4,6,June,2,2024,Sunday
TXN00516,2024-11-25,Mouse,2,South,Retail Store,CUST0192,25,50,0,0.0,50.0,11,November,4,2024,Monday
TXN00517,2024-02-12,RAM,2,South,Phone,CUST0005,85,170,20,34.0,136.0,2,February,1,2024,Monday
TXN00518,2024-02-13,Graphics Card,2,South,Retail Store,CUST0122,449,898,0,0.0,898.0,2,February,1,2024,Tuesday
TXN00519,2024-10-11,RAM,4,West,Retail Store,CUST0181,85,340,0,0.0,340.0,10,October,4,2024,Friday
TXN00520,2024-01-12,Laptop,1,West,Retail Store,CUST0055,899,899,0,0.0,899.0,1,January,1,2024,Friday
TXN00521,2024-04-04,Graphics Card,1,South,Phone,CUST0037,449,449,0,0.0,449.0,4,April,2,2024,Thursday
TXN00522,2024-10-28,Keyboard,2,East,Phone,CUST0056,75,150,0,0.0,150.0,10,October,4,2024,Monday
TXN00523,2024-09-09,SSD Drive,5,South,Phone,CUST0187,129,645,0,0.0,645.0,9,September,3,2024,Monday
TXN00524,2024-08-29,Webcam,1,East,Phone,CUST0102,89,89,0,0.0,89.0,8,August,3,2024,Thursday
TXN00525,2024-02-04,Headphones,4,East,Online,CUST0093,149,596,10,59.6,536.4,2,February,1,2024,Sunday
TXN00526,2024-08-02,Headphones,3,West,Retail Store,CUST0197,149,447,15,67.05,379.95,8,August,3,2024,Friday
TXN00527,2024-12-02,Webcam,3,East,Phone,CUST0073,89,267,0,0.0,267.0,12,December,4,2024,Monday
TXN00528,2024-03-30,USB Cable,3,South,Retail Store,CUST0059,12,36,15,5.3999999999999995,30.6,3,March,1,2024,Saturday
TXN00529,2024-09-20,Laptop,5,West,Retail Store,CUST0002,899,4495,15,674.25,3820.75,9,September,3,2024,Friday
TXN00530,2024-04-02,RAM,2,North,Online,CUST0193,85,170,10,17.0,153.0,4,April,2,2024,Tuesday
TXN00531,2024-03-30,Keyboard,4,North,Phone,CUST0104,75,300,0,0.0,300.0,3,March,1,2024,Saturday
TXN00532,2024-04-24,Monitor,5,West,Phone,CUST0188,299,1495,5,74.75,1420.25,4,April,2,2024,Wednesday
TXN00533,2024-04-14,Graphics Card,4,South,Retail Store,CUST0051,449,1796,15,269.4,1526.6,4,April,2,2024,Sunday
TXN00534,2024-07-14,Laptop,4,North,Phone,CUST0030,899,3596,5,179.8,3416.2,7,July,3,2024,Sunday
TXN00535,2024-11-09,Graphics Card,2,North,Retail Store,CUST0011,449,898,0,0.0,898.0,11,November,4,2024,Saturday
TXN00536,2024-04-23,Keyboard,3,East,Retail Store,CUST0108,75,225,5,11.25,213.75,4,April,2,2024,Tuesday
TXN00537,2024-03-15,Mouse,2,East,Online,CUST0076,25,50,5,2.5,47.5,3,March,1,2024,Friday
TXN00538,2024-08-04,Mouse,5,South,Online,CUST0167,25,125,5,6.25,118.75,8,August,3,2024,Sunday
TXN00539,2024-10-03,Laptop,5,West,Online,CUST0090,899,4495,0,0.0,4495.0,10,October,4,2024,Thursday
TXN00540,2024-09-05,SSD Drive,5,South,Retail Store,CUST0123,129,645,0,0.0,645.0,9,September,3,2024,Thursday
TXN00541,2024-06-12,Keyboard,2,West,Phone,CUST0200,75,150,10,15.0,135.0,6,June,2,2024,Wednesday
TXN00542,2024-12-22,Keyboard,4,North,Online,CUST0191,75,300,15,45.0,255.0,12,December,4,2024,Sunday
TXN00543,2024-07-10,Webcam,4,East,Phone,CUST0192,89,356,0,0.0,356.0,7,July,3,2024,Wednesday
TXN00544,2024-08-14,SSD Drive,1,South,Online,CUST0189,129,129,20,25.8,103.2,8,August,3,2024,Wednesday
TXN00545,2024-06-25,RAM,5,South,Online,CUST0125,85,425,0,0.0,425.0,6,June,2,2024,Tuesday
TXN00546,2024-04-08,RAM,4,West,Retail Store,CUST0182,85,340,5,17.0,323.0,4,April,2,2024,Monday
TXN00547,2024-02-05,Monitor,1,West,Online,CUST0122,299,299,10,29.900000000000002,269.1,2,February,1,2024,Monday
TXN00548,2024-04-05,Headphones,4,South,Online,CUST0094,149,596,10,59.6,536.4,4,April,2,2024,Friday
TXN00549,2024-05-31,Mouse,5,West,Retail Store,CUST0103,25,125,15,18.75,106.25,5,May,2,2024,Friday
TXN00550,2024-05-30,RAM,3,South,Phone,CUST0186,85,255,0,0.0,255.0,5,May,2,2024,Thursday
TXN00551,2024-07-08,SSD Drive,5,South,Online,CUST0184,129,645,15,96.75,548.25,7,July,3,2024,Monday
TXN00552,2024-08-11,Keyboard,2,South,Retail Store,CUST0162,75,150,0,0.0,150.0,8,August,3,2024,Sunday
TXN00553,2024-02-06,RAM,4,North,Online,CUST0031,85,340,10,34.0,306.0,2,February,1,2024,Tuesday
TXN00554,2024-09-24,Keyboard,4,West,Retail Store,CUST0052,75,300,10,30.0,270.0,9,September,3,2024,Tuesday
TXN00555,2024-07-01,RAM,2,East,Phone,CUST0089,85,170,5,8.5,161.5,7,July,3,2024,Monday
TXN00556,2024-01-13,Mouse,2,East,Phone,CUST0076,25,50,0,0.0,50.0,1,January,1,2024,Saturday
TXN00557,2024-10-05,Graphics Card,3,West,Retail Store,CUST0129,449,1347,15,202.04999999999998,1144.95,10,October,4,2024,Saturday
TXN00558,2024-08-04,RAM,4,South,Retail Store,CUST0183,85,340,0,0.0,340.0,8,August,3,2024,Sunday
TXN00559,2024-12-20,SSD Drive,4,East,Retail Store,CUST0022,129,516,0,0.0,516.0,12,December,4,2024,Friday
TXN00560,2024-12-26,RAM,3,East,Phone,CUST0040,85,255,10,25.5,229.5,12,December,4,2024,Thursday
TXN00561,2024-10-12,Headphones,1,West,Online,CUST0101,149,149,0,0.0,149.0,10,October,4,2024,Saturday
TXN00562,2024-09-29,Mouse,3,East,Phone,CUST0111,25,75,10,7.5,67.5,9,September,3,2024,Sunday
TXN00563,2024-03-02,SSD Drive,5,South,Retail Store,CUST0129,129,645,0,0.0,645.0,3,March,1,2024,Saturday
TXN00564,2024-03-24,Webcam,4,West,Retail Store,CUST0065,89,356,0,0.0,356.0,3,March,1,2024,Sunday
TXN00565,2024-08-04,SSD Drive,2,South,Phone,CUST0191,129,258,10,25.8,232.2,8,August,3,2024,Sunday
TXN00566,2024-12-07,Headphones,5,East,Retail Store,CUST0182,149,745,5,37.25,707.75,12,December,4,2024,Saturday
TXN00567,2024-07-05,Graphics Card,4,East,Phone,CUST0170,449,1796,0,0.0,1796.0,7,July,3,2024,Friday
TXN00568,2024-01-19,Mouse,3,South,Retail Store,CUST0149,25,75,10,7.5,67.5,1,January,1,2024,Friday
TXN00569,2024-06-25,Webcam,5,North,Online,CUST0079,89,445,5,22.25,422.75,6,June,2,2024,Tuesday
TXN00570,2024-04-09,Headphones,4,East,Online,CUST0022,149,596,5,29.8,566.2,4,April,2,2024,Tuesday
TXN00571,2024-08-20,Headphones,1,North,Retail Store,CUST0166,149,149,0,0.0,149.0,8,August,3,2024,Tuesday
TXN00572,2024-03-16,Laptop,1,East,Phone,CUST0099,899,899,10,89.9,809.1,3,March,1,2024,Saturday
TXN00573,2024-09-21,Mouse,2,North,Online,CUST0008,25,50,10,5.0,45.0,9,September,3,2024,Saturday
TXN00574,2024-10-10,SSD Drive,4,North,Phone,CUST0190,129,516,10,51.6,464.4,10,October,4,2024,Thursday
TXN00575,2024-07-24,Keyboard,1,North,Retail Store,CUST0175,75,75,0,0.0,75.0,7,July,3,2024,Wednesday
TXN00576,2024-08-10,Graphics Card,3,South,Phone,CUST0017,449,1347,10,134.70000000000002,1212.3,8,August,3,2024,Saturday
TXN00577,2024-02-21,Keyboard,4,North,Online,CUST0017,75,300,5,15.0,285.0,2,February,1,2024,Wednesday
TXN00578,2024-12-04,SSD Drive,3,North,Phone,CUST0090,129,387,5,19.35,367.65,12,December,4,2024,Wednesday
TXN00579,2024-05-23,SSD Drive,3,North,Phone,CUST0141,129,387,0,0.0,387.0,5,May,2,2024,Thursday
TXN00580,2024-03-09,Mouse,1,East,Retail Store,CUST0145,25,25,15,3.75,21.25,3,March,1,2024,Saturday
TXN00581,2024-04-08,SSD Drive,4,North,Retail Store,CUST0166,129,516,10,51.6,464.4,4,April,2,2024,Monday
TXN00582,2024-01-25,Laptop,5,East,Retail Store,CUST0081,899,4495,0,0.0,4495.0,1,January,1,2024,Thursday
TXN00583,2024-02-22,Webcam,1,North,Online,CUST0078,89,89,0,0.0,89.0,2,February,1,2024,Thursday
TXN00584,2024-05-30,SSD Drive,1,North,Online,CUST0173,129,129,15,19.349999999999998,109.65,5,May,2,2024,Thursday
TXN00585,2024-05-23,Keyboard,4,South,Retail Store,CUST0006,75,300,0,0.0,300.0,5,May,2,2024,Thursday
TXN00586,2024-02-26,SSD Drive,4,East,Retail Store,CUST0163,129,516,20,103.2,412.8,2,February,1,2024,Monday
TXN00587,2024-02-08,Laptop,3,North,Online,CUST0110,899,2697,5,134.85,2562.15,2,February,1,2024,Thursday
TXN00588,2024-04-18,RAM,4,East,Online,CUST0014,85,340,5,17.0,323.0,4,April,2,2024,Thursday
TXN00589,2024-06-29,RAM,3,East,Online,CUST0072,85,255,0,0.0,255.0,6,June,2,2024,Saturday
TXN00590,2024-02-11,Headphones,1,West,Online,CUST0189,149,149,0,0.0,149.0,2,February,1,2024,Sunday
TXN00591,2024-07-04,Graphics Card,2,South,Retail Store,CUST0143,449,898,15,134.7,763.3,7,July,3,2024,Thursday
TXN00592,2024-08-10,Monitor,5,South,Online,CUST0054,299,1495,0,0.0,1495.0,8,August,3,2024,Saturday
TXN00593,2024-05-01,Webcam,1,South,Retail Store,CUST0027,89,89,10,8.9,80.1,5,May,2,2024,Wednesday
TXN00594,2024-05-12,USB Cable,4,West,Phone,CUST0013,12,48,0,0.0,48.0,5,May,2,2024,Sunday
TXN00595,2024-06-11,Headphones,5,West,Phone,CUST0159,149,745,0,0.0,745.0,6,June,2,2024,Tuesday
TXN00596,2024-08-02,Graphics Card,2,South,Online,CUST0163,449,898,0,0.0,898.0,8,August,3,2024,Friday
TXN00597,2024-08-08,RAM,2,West,Phone,CUST0060,85,170,5,8.5,161.5,8,August,3,2024,Thursday
TXN00598,2024-08-22,Keyboard,3,West,Phone,CUST0006,75,225,20,45.0,180.0,8,August,3,2024,Thursday
TXN00599,2024-11-26,USB Cable,5,West,Phone,CUST0197,12,60,0,0.0,60.0,11,November,4,2024,Tuesday
TXN00600,2024-05-25,Graphics Card,3,South,Online,CUST0058,449,1347,0,0.0,1347.0,5,May,2,2024,Saturday
TXN00601,2024-08-26,Graphics Card,1,South,Online,CUST0049,449,449,0,0.0,449.0,8,August,3,2024,Monday
TXN00602,2024-03-16,Headphones,5,South,Phone,CUST0151,149,745,5,37.25,707.75,3,March,1,2024,Saturday
TXN00603,2024-01-09,USB Cable,1,West,Retail Store,CUST0162,12,12,0,0.0,12.0,1,January,1,2024,Tuesday
TXN00604,2024-03-14,Mouse,3,South,Phone,CUST0026,25,75,15,11.25,63.75,3,March,1,2024,Thursday
TXN00605,2024-09-09,Monitor,5,West,Online,CUST0047,299,1495,5,74.75,1420.25,9,September,3,2024,Monday
TXN00606,2024-08-17,Mouse,3,North,Online,CUST0005,25,75,5,3.75,71.25,8,August,3,2024,Saturday
TXN00607,2024-01-07,USB Cable,5,West,Online,CUST0020,12,60,0,0.0,60.0,1,January,1,2024,Sunday
TXN00608,2024-06-22,Mouse,3,East,Phone,CUST0134,25,75,20,15.0,60.0,6,June,2,2024,Saturday
TXN00609,2024-05-20,Laptop,2,South,Retail Store,CUST0198,899,1798,0,0.0,1798.0,5,May,2,2024,Monday
TXN00610,2024-06-16,RAM,3,South,Online,CUST0059,85,255,0,0.0,255.0,6,June,2,2024,Sunday
TXN00611,2024-06-18,Laptop,2,East,Online,CUST0192,899,1798,5,89.9,1708.1,6,June,2,2024,Tuesday
TXN00612,2024-10-09,SSD Drive,3,West,Phone,CUST0146,129,387,5,19.35,367.65,10,October,4,2024,Wednesday
TXN00613,2024-05-01,Mouse,5,North,Retail Store,CUST0132,25,125,0,0.0,125.0,5,May,2,2024,Wednesday
TXN00614,2024-07-12,SSD Drive,5,East,Phone,CUST0017,129,645,0,0.0,645.0,7,July,3,2024,Friday
TXN00615,2024-01-05,Keyboard,5,East,Online,CUST0014,75,375,10,37.5,337.5,1,January,1,2024,Friday
TXN00616,2024-01-29,Webcam,4,West,Retail Store,CUST0013,89,356,0,0.0,356.0,1,January,1,2024,Monday
TXN00617,2024-06-13,Keyboard,1,South,Retail Store,CUST0135,75,75,10,7.5,67.5,6,June,2,2024,Thursday
TXN00618,2024-12-04,USB Cable,5,West,Online,CUST0128,12,60,5,3.0,57.0,12,December,4,2024,Wednesday
TXN00619,2024-05-15,Graphics Card,2,East,Retail Store,CUST0044,449,898,0,0.0,898.0,5,May,2,2024,Wednesday
TXN00620,2024-12-30,RAM,5,East,Retail Store,CUST0119,85,425,0,0.0,425.0,12,December,4,2024,Monday
TXN00621,2024-11-16,Mouse,4,South,Phone,CUST0143,25,100,0,0.0,100.0,11,November,4,2024,Saturday
TXN00622,2024-12-07,Headphones,2,South,Online,CUST0019,149,298,10,29.8,268.2,12,December,4,2024,Saturday
TXN00623,2024-05-24,Webcam,4,South,Online,CUST0063,89,356,5,17.8,338.2,5,May,2,2024,Friday
TXN00624,2024-11-22,Monitor,2,West,Online,CUST0163,299,598,0,0.0,598.0,11,November,4,2024,Friday
TXN00625,2024-08-04,Monitor,3,South,Online,CUST0081,299,897,5,44.85,852.15,8,August,3,2024,Sunday
TXN00626,2024-10-27,Monitor,1,East,Online,CUST0163,299,299,20,59.800000000000004,239.2,10,October,4,2024,Sunday
TXN00627,2024-05-11,Mouse,1,East,Retail Store,CUST0147,25,25,0,0.0,25.0,5,May,2,2024,Saturday
TXN00628,2024-10-18,Monitor,4,North,Phone,CUST0148,299,1196,15,179.4,1016.6,10,October,4,2024,Friday
TXN00629,2024-03-10,Laptop,1,West,Online,CUST0100,899,899,0,0.0,899.0,3,March,1,2024,Sunday
TXN00630,2024-09-08,Webcam,4,North,Phone,CUST0163,89,356,0,0.0,356.0,9,September,3,2024,Sunday
TXN00631,2024-10-01,Laptop,4,East,Phone,CUST0160,899,3596,0,0.0,3596.0,10,October,4,2024,Tuesday
TXN00632,2024-12-29,Graphics Card,4,North,Retail Store,CUST0122,449,1796,0,0.0,1796.0,12,December,4,2024,Sunday
TXN00633,2024-06-30,Webcam,1,East,Online,CUST0176,89,89,0,0.0,89.0,6,June,2,2024,Sunday
TXN00634,2024-06-15,Laptop,4,North,Retail Store,CUST0044,899,3596,0,0.0,3596.0,6,June,2,2024,Saturday
TXN00635,2024-03-31,Webcam,1,South,Online,CUST0104,89,89,15,13.35,75.65,3,March,1,2024,Sunday
TXN00636,2024-07-20,Graphics Card,4,North,Retail Store,CUST0152,449,1796,10,179.60000000000002,1616.4,7,July,3,2024,Saturday
TXN00637,2024-12-11,SSD Drive,5,South,Phone,CUST0061,129,645,10,64.5,580.5,12,December,4,2024,Wednesday
TXN00638,2024-01-19,Mouse,4,South,Online,CUST0125,25,100,0,0.0,100.0,1,January,1,2024,Friday
TXN00639,2024-02-08,Mouse,2,West,Phone,CUST0145,25,50,0,0.0,50.0,2,February,1,2024,Thursday
TXN00640,2024-05-05,Monitor,4,South,Phone,CUST0071,299,1196,0,0.0,1196.0,5,May,2,2024,Sunday
TXN00641,2024-06-21,Keyboard,3,South,Retail Store,CUST0107,75,225,10,22.5,202.5,6,June,2,2024,Friday
TXN00642,2024-05-20,Monitor,4,North,Online,CUST0050,299,1196,15,179.4,1016.6,5,May,2,2024,Monday
TXN00643,2024-08-29,USB Cable,2,East,Phone,CUST0065,12,24,0,0.0,24.0,8,August,3,2024,Thursday
TXN00644,2024-08-07,Laptop,2,West,Retail Store,CUST0099,899,1798,0,0.0,1798.0,8,August,3,2024,Wednesday
TXN00645,2024-05-05,Webcam,1,South,Online,CUST0032,89,89,5,4.45,84.55,5,May,2,2024,Sunday
TXN00646,2024-02-27,Keyboard,5,West,Online,CUST0164,75,375,0,0.0,375.0,2,February,1,2024,Tuesday
TXN00647,2024-05-27,Graphics Card,4,North,Phone,CUST0141,449,1796,0,0.0,1796.0,5,May,2,2024,Monday
TXN00648,2024-11-12,USB Cable,1,South,Online,CUST0198,12,12,5,0.6000000000000001,11.4,11,November,4,2024,Tuesday
TXN00649,2024-12-26,Graphics Card,5,North,Phone,CUST0058,449,2245,10,224.5,2020.5,12,December,4,2024,Thursday
TXN00650,2024-01-01,Mouse,4,West,Online,CUST0128,25,100,0,0.0,100.0,1,January,1,2024,Monday
TXN00651,2024-12-13,Mouse,3,North,Retail Store,CUST0142,25,75,0,0.0,75.0,12,December,4,2024,Friday
TXN00652,2024-07-08,Monitor,4,West,Phone,CUST0165,299,1196,20,239.20000000000002,956.8,7,July,3,2024,Monday
TXN00653,2024-07-09,Laptop,2,North,Phone,CUST0112,899,1798,0,0.0,1798.0,7,July,3,2024,Tuesday
TXN00654,2024-11-07,Keyboard,2,West,Online,CUST0068,75,150,0,0.0,150.0,11,November,4,2024,Thursday
TXN00655,2024-04-26,RAM,3,East,Online,CUST0040,85,255,0,0.0,255.0,4,April,2,2024,Friday
TXN00656,2024-05-13,USB Cable,1,North,Phone,CUST0187,12,12,0,0.0,12.0,5,May,2,2024,Monday
TXN00657,2024-02-27,USB Cable,5,North,Online,CUST0144,12,60,0,0.0,60.0,2,February,1,2024,Tuesday
TXN00658,2024-02-13,Monitor,4,East,Retail Store,CUST0190,299,1196,10,119.60000000000001,1076.4,2,February,1,2024,Tuesday
TXN00659,2024-06-21,Mouse,2,East,Online,CUST0132,25,50,0,0.0,50.0,6,June,2,2024,Friday
TXN00660,2024-06-08,Monitor,1,North,Retail Store,CUST0173,299,299,0,0.0,299.0,6,June,2,2024,Saturday
TXN00661,2024-06-21,Webcam,3,East,Retail Store,CUST0090,89,267,5,13.350000000000001,253.65,6,June,2,2024,Friday
TXN00662,2024-11-12,Keyboard,2,South,Retail Store,CUST0028,75,150,5,7.5,142.5,11,November,4,2024,Tuesday
TXN00663,2024-10-29,Laptop,3,West,Retail Store,CUST0096,899,2697,15,404.55,2292.45,10,October,4,2024,Tuesday
TXN00664,2024-05-28,SSD Drive,4,West,Retail Store,CUST0194,129,516,15,77.39999999999999,438.6,5,May,2,2024,Tuesday
TXN00665,2024-03-20,Headphones,5,West,Online,CUST0031,149,745,0,0.0,745.0,3,March,1,2024,Wednesday
TXN00666,2024-07-31,Headphones,2,South,Retail Store,CUST0003,149,298,10,29.8,268.2,7,July,3,2024,Wednesday
TXN00667,2024-07-21,Monitor,2,East,Online,CUST0136,299,598,0,0.0,598.0,7,July,3,2024,Sunday
TXN00668,2024-09-08,Webcam,4,East,Retail Store,CUST0024,89,356,20,71.2,284.8,9,September,3,2024,Sunday
TXN00669,2024-08-16,Keyboard,1,North,Phone,CUST0015,75,75,0,0.0,75.0,8,August,3,2024,Friday
TXN00670,2024-06-12,RAM,5,East,Retail Store,CUST0171,85,425,20,85.0,340.0,6,June,2,2024,Wednesday
TXN00671,2024-08-14,Headphones,2,North,Phone,CUST0159,149,298,10,29.8,268.2,8,August,3,2024,Wednesday
TXN00672,2024-05-26,Keyboard,5,South,Retail Store,CUST0045,75,375,0,0.0,375.0,5,May,2,2024,Sunday
TXN00673,2024-01-20,Laptop,2,West,Retail Store,CUST0194,899,1798,5,89.9,1708.1,1,January,1,2024,Saturday
TXN00674,2024-02-16,Graphics Card,5,West,Retail Store,CUST0008,449,2245,20,449.0,1796.0,2,February,1,2024,Friday
