DaysSinceLastInspection,PreviousViolationCount,ComplaintsLast6Months,CriticalViolationsBefore,PermitAge,SeatingCapacity,EmployeeCount,FoodHandlerCertified,KitchenInspectionScore,DaysSinceRenovation,RoachCockroachComplaints,TemperatureViolations,HighRiskFoodServed,InspectorChangedRecently,OwnershipChangedRecently,InspectionResult
511.74621535937206,3,11,5,13.886447704872694,111.54566777643218,34.60450948126476,15.788833325171801,44.47674052251304,1002.6196792302087,3,4,No,Yes,Yes,FAIL
489.1262491008805,9,6,3,3.774241319057915,23.094407710529794,13.097155827988143,21.79901268169562,42.4142479292918,836.4124168429415,3,4,No,No,Yes,FAIL
234.3107266405257,2,1,2,11.496076951984804,107.24139334509279,26.552972176648893,54.97785137441462,68.71836869591955,794.4353477578645,1,2,Yes,No,No,CONDITIONAL PASS
237.02543029116302,0,0,1,0.5793276531859273,88.29938085182442,14.459577690756934,100.0,87.29594902019736,260.1393121794988,0,0,Yes,No,No,PASS
218.03514133908067,0,0,0,3.4302800461233445,70.9638376501656,12.941166363505669,92.34298678482936,80.79317185789478,30.0,0,1,No,No,No,PASS
507.45876458098076,5,8,4,8.694377403989815,158.47808443518701,20.99596076344509,42.18979090128183,37.25662710564845,931.0167722785247,2,5,Yes,Yes,Yes,FAIL
94.19151732236205,3,2,0,4.23531066947319,46.70191116660018,9.94139209422204,68.89366039399056,78.97754935267297,553.9130287562015,0,0,No,No,No,PASS
187.03964299852692,2,0,0,0.5,47.32729332405796,7.848497340078962,83.58365107869547,90.28875797236374,411.2838906547608,0,0,No,No,No,PASS
109.87931774282808,2,0,0,5.434217575006384,95.00065145278467,19.44901315785677,81.74982000244485,94.70662231666431,257.9335019570217,0,0,Yes,No,No,PASS
539.088593286652,8,5,1,14.709200768948541,113.45282499548755,33.359610263829566,24.218706995981915,35.13704039130496,1599.6609833892103,2,0,Yes,No,No,FAIL
157.7135480402525,1,0,0,1.935039554933709,16.84715107868162,19.20902664507954,86.85876641528637,97.8689812912306,471.97079295099917,0,0,No,No,No,PASS
204.29890265765732,2,0,0,4.462025756224348,73.13321104691099,9.718484837386903,75.04355176986076,90.0385246499822,298.556890478891,0,1,No,No,No,PASS
303.1369721033791,5,0,1,6.163024299134027,127.0337500341844,13.586077764887104,81.1074884242968,54.08203734015456,1088.589300533647,3,2,No,Yes,No,CONDITIONAL PASS
278.0219572691232,4,0,3,9.464447317514908,114.37901324213726,16.250428397070497,72.50306308092749,68.84146927651139,1321.40649939819,0,2,No,No,Yes,CONDITIONAL PASS
272.2821939879582,1,1,0,2.0207266235810124,66.49013168900794,14.09324010408453,77.67581818166968,86.39018491362569,641.8988987289558,0,1,No,No,No,PASS
156.47351081207054,0,1,0,4.466905137120601,35.58777770605886,11.715297706376035,93.88272923358237,96.47897831234172,79.85256881109154,0,0,Yes,Yes,No,PASS
319.7736022113353,1,0,0,9.626814792465753,71.7064301019549,18.115568313304905,76.78331256149036,58.58761620847005,1149.9673584434893,1,2,Yes,No,No,CONDITIONAL PASS
116.53734426264597,1,1,0,1.5529643847971513,28.095852687257363,7.867424143769721,94.34679458948847,93.95757773625299,315.38787979484414,0,0,Yes,No,No,PASS
204.94348326512858,3,1,0,8.129517042932282,120.03809496361976,14.467544086115915,73.70210188272904,61.06657102917372,1067.7598810322625,1,2,No,No,No,CONDITIONAL PASS
149.1679849597984,1,2,0,2.6865278259076355,121.01672612936946,9.875504553985966,81.6892060020696,69.06364187302071,275.8532506794887,0,1,Yes,Yes,No,PASS
220.18035292980232,2,1,0,2.593269938899418,40.857219601437826,9.209568249316632,100.0,84.96938529111108,213.42737764128137,0,0,No,No,No,PASS
434.79825031511416,6,4,3,7.501349797674927,114.86653348833568,2.0,78.54095575409184,67.5182889630822,326.768869298358,3,0,Yes,No,No,CONDITIONAL PASS
144.31262571164493,1,0,2,9.280362427166324,119.98573470506166,9.036357344731499,71.58506335489075,65.2719822548436,784.9134203989455,0,0,Yes,No,No,CONDITIONAL PASS
243.01222595857365,3,8,1,3.6139109991793728,69.16738160340716,9.713291566401804,89.02653388646729,66.8390514933109,1199.0393298382764,1,2,Yes,Yes,No,CONDITIONAL PASS
523.1018217042445,7,3,3,11.945651928387122,149.7856402153148,13.687290595904905,24.20705361915826,38.60979778337441,2012.6894158379455,5,3,Yes,Yes,No,FAIL
314.14007983390775,3,5,0,8.351928810171893,69.86094895362571,14.819569632156636,58.1765469540298,78.55260502447376,1662.492317952046,1,0,No,No,No,CONDITIONAL PASS
212.649952979848,3,2,0,12.919373997359617,102.22195224247795,31.22386394944227,71.59335204865711,70.48752356613316,686.7290136706667,0,1,Yes,No,Yes,CONDITIONAL PASS
162.05955897204797,1,0,0,1.1265709744603178,39.223005737107364,9.397029111597735,92.78344827382887,86.90209672592387,542.2090608794726,0,0,No,No,No,PASS
131.49038382640873,0,0,1,6.73790102930058,81.75952745041431,8.245502645194573,76.7099599586424,83.9373467594007,233.46576939621121,0,0,Yes,No,Yes,PASS
259.37022728090733,5,3,2,5.256282408921567,64.24317488448133,16.44036811416349,71.20919641940498,68.04145987482926,812.1994162767573,0,2,No,No,No,CONDITIONAL PASS
268.67364268449097,0,2,0,3.885346851577446,70.01111002179066,22.74776631866405,99.25784009106908,76.2240511115417,279.3704865972611,0,0,Yes,No,No,PASS
117.88546065483756,0,1,1,3.2465921988995357,62.5715538126847,14.09855410179338,89.7406362907437,90.55533184757262,607.4922207017945,0,1,Yes,No,No,PASS
258.79502139360613,1,3,1,1.0,89.46162291064665,14.697233396708256,70.56280319951011,59.170441838765704,1302.7959735034437,1,2,No,No,No,CONDITIONAL PASS
113.36544927205027,1,1,0,5.108809346156038,56.177045785831,11.214816547036852,89.80206762796078,85.99897253157144,262.1591905829933,0,1,No,No,No,PASS
289.3268037782368,3,4,0,9.241201956921493,18.48845822676919,2.0,68.087062083632,66.51452403097083,763.1696976565862,1,0,Yes,No,Yes,CONDITIONAL PASS
623.0545723224202,9,9,5,6.201783582770278,138.24509896479802,27.924837038911,44.81285924082528,43.586650742016985,1438.9451835518983,4,3,Yes,No,Yes,FAIL
277.7169327342775,1,1,1,6.846038801639273,87.41218531539657,10.314712569776875,75.04046294668571,82.70867428920367,652.3934231992729,0,0,Yes,No,No,PASS
225.34297820419613,2,2,0,10.80944180142924,10.0,23.681109022668128,60.392144600396804,67.85354700234568,994.1651316371922,2,2,No,Yes,No,CONDITIONAL PASS
165.25541615484335,0,2,1,5.471631698456087,41.011105274988836,11.207149538268904,94.0055423610319,77.92621204989602,561.4522112671284,0,0,No,No,No,PASS
218.92196362571434,2,2,0,8.114137292852169,122.40355743061218,21.431282842940256,86.94004034406441,70.77595407300488,613.4364570900921,3,1,Yes,Yes,No,CONDITIONAL PASS
303.0038280763272,5,3,2,10.56748003853427,16.37891143755172,26.92387071941868,61.70853306762456,83.33127049918862,1339.9196173803027,0,0,Yes,No,No,CONDITIONAL PASS
367.33986043018734,3,5,1,1.0,80.11465674860436,28.795604300254013,65.76248068380569,68.08003556598302,1219.255185878586,2,3,Yes,Yes,Yes,CONDITIONAL PASS
152.99607171124538,1,0,0,1.511490992438131,55.340469006222456,16.031827123288544,77.67168340120064,85.81579435794306,353.20048589068745,0,0,No,No,No,PASS
438.9115849711035,2,2,4,10.955424289576996,38.96420163292905,19.54217419179035,45.46463289853544,31.529082402936496,1690.1937070855327,2,3,Yes,Yes,No,FAIL
404.64374691420505,3,2,1,9.182386583596276,59.861319223199885,17.39050485971181,79.12036081260395,78.08055516936142,503.82321014705343,0,0,Yes,No,Yes,CONDITIONAL PASS
391.87570936633296,2,3,2,13.820050284986552,100.89497477119473,19.500657206733013,45.10538807014455,56.241323862320854,1206.3978933044405,4,2,Yes,No,No,FAIL
170.32285730003946,0,3,0,4.329111417298211,32.473697606605626,7.301487008739241,100.0,95.52949714003604,317.7017517557439,0,0,Yes,No,No,PASS
269.762658689351,2,0,0,3.6336036607708024,52.655864775861176,8.717850181929373,86.9249514545595,95.75792897751306,481.5620029235508,0,0,Yes,No,No,PASS
315.6722405889283,5,9,7,7.473890764991285,102.63087722370132,20.108832586566834,38.34153019049251,38.30771610302453,1786.831611626279,3,4,Yes,No,No,FAIL
222.6575980922095,2,0,0,4.0731286992546885,61.308452270303015,10.00008986085545,93.62650449166074,77.85511855772391,540.9723096391523,1,0,No,No,No,PASS
271.78070333498283,1,3,4,10.150845980193292,94.21555905456974,3.862613221161178,80.7724829827642,85.0,1101.1789878333211,0,2,Yes,No,No,CONDITIONAL PASS
285.0677653472809,4,4,2,6.998040778253375,70.23471924721892,10.789401881367926,68.39278973188439,51.97175664470272,623.3415110657169,0,1,Yes,No,No,CONDITIONAL PASS
113.61990155963831,0,0,0,4.2019790743049485,62.21051625231496,2.0,91.1147391537579,78.94124839413276,247.3301626569775,0,0,No,No,No,PASS
219.7278404712628,1,0,0,5.127228438031287,44.58512168974981,13.451232828335161,82.09633154939988,83.85112299790626,721.742776609779,0,0,Yes,No,No,PASS
314.95657624310576,4,2,0,10.546721169575346,91.49268383667354,13.803807155712349,62.74858370856152,65.12610759721838,977.6509218205276,0,0,No,No,No,CONDITIONAL PASS
330.40300327632957,10,3,4,13.650805085322538,60.90935236078643,11.644219692968896,75.0,55.86233284206993,1178.864706510933,3,2,Yes,Yes,Yes,FAIL
140.29281211389673,1,1,1,4.160417814061685,42.286194595518495,10.547007613284334,72.56175814555979,99.54317941182967,596.0525905443367,1,0,Yes,No,No,PASS
83.2370477286209,0,1,1,8.446637816345621,105.98716969897197,7.71216212926928,96.89297721206967,85.58426708386092,505.4619386799127,0,0,Yes,Yes,No,PASS
226.90937230663863,1,0,0,4.0236629850567045,68.36963496409437,13.343592636523342,93.19154885007417,88.60019873701243,60.80759832454817,0,0,No,No,No,PASS
538.0317839177625,4,5,7,2.776110445228989,171.28413653379542,36.78852723647394,45.72448790903073,38.13749622936403,1409.6146169202862,5,7,Yes,Yes,Yes,FAIL
237.5562495651124,0,1,0,5.52057223826828,60.06317091131978,11.727704302697173,92.81006369634909,89.5877988783823,632.3217627314275,0,0,No,No,Yes,PASS
440.84572170523666,3,4,3,10.61567045416525,109.74192423005192,21.96104170824046,47.27482907852371,58.954255062000655,1554.571988359746,5,6,No,No,No,FAIL
248.56936887090123,2,0,0,0.5,115.9229654401031,7.947557088133416,83.03089528950082,93.26307265303602,478.4461351109132,0,0,Yes,No,No,PASS
263.1006115137243,6,2,0,3.6828835737412016,33.639942391209125,29.78538235773715,64.35601065304157,78.52350769485744,866.213984781261,0,0,Yes,No,No,CONDITIONAL PASS
104.3469627398973,0,1,0,7.132722293255191,93.18738237065537,19.6446449740687,85.80318138783649,90.74572773989306,609.2514426874344,0,0,No,No,No,PASS
611.6454321016354,9,5,3,3.0561542732395823,62.224996774992526,18.931282664797088,52.60109539061333,48.893470228067905,917.6726859397633,3,2,Yes,Yes,Yes,FAIL
300.1715855349461,1,4,0,4.600707616636305,79.00157396615893,11.25288669867086,60.71422788047226,73.27008686259285,915.4508159919961,0,2,No,No,No,CONDITIONAL PASS
212.55360261515787,1,0,0,1.3015188572516148,48.43825994667795,11.990471835056214,92.73982387296573,89.31281865020115,303.066548253312,0,0,No,Yes,No,PASS
116.44718868666291,2,1,2,6.574706347825828,102.29702991438391,17.290111940579063,85.90959911544884,80.46093848987715,261.0437050529669,0,0,No,No,No,PASS
271.1543801360703,2,4,0,10.433998471827014,87.34958679281738,19.728417940639442,66.44579692324399,66.58718624907246,607.5941043847267,0,2,Yes,No,No,CONDITIONAL PASS
282.61058558744634,9,1,0,7.97668122132797,92.48899745302865,25.235581430760718,77.62220578700862,68.14250338144666,811.3557796420171,0,3,No,No,No,CONDITIONAL PASS
150.94595562802493,3,0,0,6.066603838474741,10.0,12.990658255679378,87.90285271088987,86.1108387517049,572.7743319104013,0,0,Yes,No,No,PASS
200.0197263172169,0,0,0,7.229088066901117,44.90589925772416,2.6599905666462806,97.14655859169255,91.79766975633747,331.5706873753079,0,0,Yes,No,Yes,PASS
145.38578066025582,1,0,0,0.8667609317418377,63.31597151121245,12.205625343209384,85.90639204947331,88.25198089949949,482.9250798534567,0,0,No,No,Yes,PASS
326.5117369051828,2,3,2,5.485553904703909,62.0712903486225,20.531852686198384,59.108519995326034,77.80703238579363,1398.5789311041826,1,1,No,No,Yes,CONDITIONAL PASS
150.9724368646465,6,2,4,11.837895591372108,99.25213798693622,13.418723950490175,65.18999497086035,51.72745194286869,1480.884146885327,6,0,Yes,No,No,FAIL
154.04650873082275,0,1,1,2.367978789575492,50.03704438419105,8.254603916743587,86.2646800765877,88.10649941656186,406.9724830658331,0,1,No,Yes,No,PASS
343.2329845695191,5,4,4,10.784572635261933,46.64910164385403,3.0,33.32478885538313,51.0762054855862,1548.4089901509003,4,4,Yes,Yes,No,FAIL
365.43009367122056,7,3,1,8.3030874695187,104.61346050878443,21.66735698988836,63.31855172694328,58.21588430852175,1232.839854586394,2,2,Yes,No,No,CONDITIONAL PASS
297.88350797498333,1,0,0,2.194327790865283,80.61463534322696,12.598296522594667,90.67915553401834,93.25524955255506,487.34651111296705,0,0,No,No,No,PASS
274.50988458007447,1,5,2,3.1210559432944374,67.54634076316259,14.86723740276816,70.1350521209499,60.68348064005906,370.8828370539021,3,2,Yes,No,No,CONDITIONAL PASS
553.8379903763957,10,6,3,9.32034271073904,96.84224171295219,23.320693262835505,42.9244448969764,62.543893602728375,1057.9395069455848,3,3,No,No,No,FAIL
195.5929676549054,2,1,0,2.1808191128594396,10.0,10.619886757222153,97.00996944124567,91.55366591855203,373.04002958130417,0,0,Yes,No,No,PASS
294.56499842820784,1,0,0,3.664637059333856,81.24937063551778,24.186212879621095,91.75663117518714,96.87229099624281,614.5041428354543,0,0,Yes,No,No,PASS
294.0738491117399,3,3,1,11.073353656174215,119.22655218786838,20.977880320760516,81.73593751519539,63.49838267386797,693.2302283594004,0,0,Yes,Yes,No,CONDITIONAL PASS
354.04380531115663,4,2,2,10.45595669754237,89.20292725663835,4.199234546511748,70.13827126426179,71.82375982079388,579.9993786675717,2,2,Yes,No,No,CONDITIONAL PASS
491.30732322865356,4,6,4,10.823535969312834,55.641914504235885,7.981814703475159,35.9854402886024,52.60604507659036,1392.497450384691,1,9,Yes,No,No,FAIL
234.04787557885567,2,3,2,4.6134619189154025,88.13785117801106,13.014342863369347,81.04325480039239,79.18825795742455,1150.3869546743485,1,1,Yes,No,Yes,CONDITIONAL PASS
145.38648782861108,0,1,1,0.5413437204290852,55.85233362928018,19.281642359897926,88.00576725548781,97.86196554433617,245.3618063026743,0,1,Yes,No,No,PASS
267.212044629439,1,1,0,10.612591976037896,70.47587841192316,14.499833461299247,100.0,90.99013481666384,517.782223515085,0,0,Yes,No,No,PASS
564.16461833422,8,4,2,6.573090967307641,66.33022360761265,12.26031102718656,46.57064926830097,33.46179113356402,1322.17040558517,3,7,Yes,No,No,FAIL
104.93318541688183,3,1,1,3.6831599105352346,88.07736918679925,4.617681791890991,82.14940314441114,90.3180100314219,325.45155119426215,0,0,No,No,No,PASS
258.57681744549075,2,2,2,7.044002118056798,109.07778730861583,21.388768918894247,83.42482808191554,74.65486162890876,1341.3786375617444,1,2,No,No,No,CONDITIONAL PASS
330.45905214914796,6,1,0,6.866046096614131,89.04406004371216,16.13367698618464,67.27876469820237,72.48216381694868,786.1383307734221,2,3,Yes,No,No,CONDITIONAL PASS
362.4394448048513,8,1,2,5.853526413843032,53.182891837912095,7.027034898342993,58.42719351440094,66.56870526303791,905.4299892971684,0,2,Yes,No,No,CONDITIONAL PASS
231.71487186896263,4,9,1,3.9097723525567365,83.52573362111313,15.656140941641867,70.54662954051231,72.43905844076548,824.7644801890633,0,0,Yes,No,No,CONDITIONAL PASS
364.2224637481237,4,12,1,13.474488696393719,170.13722794643343,21.164929110121417,26.239015673984397,52.17656290329648,1574.959445997503,0,0,Yes,No,No,FAIL
226.04608374917453,2,0,0,3.9513282523072575,17.577475480716757,22.56174854742877,77.96956138319993,89.71952700771463,47.75148427267129,1,0,Yes,No,Yes,PASS
243.387169926839,4,0,2,3.625760407406864,77.66860253980732,15.785950273120957,81.71200998587048,71.67037999418672,1091.747087111772,2,3,Yes,No,No,CONDITIONAL PASS
270.2395793149613,1,1,0,4.890541774536156,41.33984206545912,16.02128136473722,100.0,89.44144035513979,30.0,0,1,No,No,No,PASS
328.02993469692365,3,3,0,5.168800499377931,71.22582703312042,18.154906830420327,73.43215011392076,54.14754408026353,1238.0030038290388,1,0,Yes,Yes,No,CONDITIONAL PASS
162.6804816647917,1,1,0,3.1646588788503935,75.83599231254195,13.429434836283962,83.90146151632725,80.79276821491028,352.2136357085758,0,0,No,Yes,No,PASS
169.1953086097783,2,2,1,3.5834350980789997,67.36001478858597,11.604162869723677,64.5969540773674,71.4479297542271,976.8489058958473,0,0,No,No,No,CONDITIONAL PASS
195.8482142977962,8,0,3,9.856263312454823,67.9528922341814,16.17897473156214,71.59144577529847,72.16314099647467,1179.9962353955705,2,4,No,No,No,CONDITIONAL PASS
217.7007305558568,1,0,0,5.058030936142544,61.76016049508396,17.236758712265257,68.75944360071833,83.42746078274375,679.2042730762964,0,0,Yes,No,No,PASS
273.18332958605725,5,0,2,3.958800539304516,46.17641092340521,10.919159871037794,68.89732215945865,58.097332238837275,1263.9024428826501,0,0,No,No,Yes,CONDITIONAL PASS
260.3395371097525,2,2,1,3.0953608504439627,62.59424729213498,32.19721091398222,87.1040328437941,61.13844265653935,1133.2069288755351,0,1,Yes,No,No,CONDITIONAL PASS
195.35258718768773,3,3,1,7.643736778726446,20.838834094297965,28.017921513865378,53.12347760035581,64.690197419283,1535.1544619969318,0,0,No,No,No,CONDITIONAL PASS
206.6291656887737,0,0,0,2.4266197507832876,25.37224081810097,6.328597734268832,75.30372990779207,88.88670493374394,600.7381422224005,0,0,No,No,No,PASS
247.91510850780057,3,0,0,3.1084132737001546,62.416323829797946,2.6978941590784267,84.24380729456706,77.84286178102802,885.2478647188342,0,0,No,No,No,CONDITIONAL PASS
267.0686164677025,4,0,0,4.903538809429949,74.62629533553732,8.535674382639941,81.72136077253893,97.92523086074084,244.49337520902893,0,0,No,No,No,PASS
185.10454877123868,3,3,1,5.044528964006267,12.885238334247092,16.100236554580608,83.83329602805387,70.62645740497067,1183.71873379507,0,3,No,No,No,CONDITIONAL PASS
367.213969403292,2,2,2,8.353130901237673,38.037587498770606,9.748449795765124,60.21254257235621,65.40894207295153,1121.8570452164718,1,0,Yes,No,No,CONDITIONAL PASS
83.55100592632635,0,1,0,3.505577388235964,71.69273675179683,8.614048811733529,100.0,73.6272704038425,717.801151754574,0,2,Yes,No,No,PASS
71.70707396012885,1,0,0,8.184753971855152,41.796875243970206,21.174100722933513,83.71134563903317,84.96552975823892,381.26753502214444,1,0,No,No,Yes,PASS
153.7839266778414,5,3,0,8.388419377545564,120.4203291478269,18.491658503910283,69.72662751982091,75.59298871236949,1059.8932097695422,0,1,No,No,No,CONDITIONAL PASS
352.35398348412616,6,2,2,9.417811373460552,118.69812547241095,24.850062109807403,50.81839272752523,66.55867044926886,370.7332324095893,0,1,No,Yes,No,CONDITIONAL PASS
268.4023069762042,4,3,0,3.9470822444986626,48.37279727426764,14.3868296879473,50.23201065563971,75.50103797744384,802.4522298072377,0,0,No,No,No,CONDITIONAL PASS
536.5886739468417,5,2,3,13.631043634178665,54.445107421521364,16.53401520209587,45.30702270013058,47.48347684001961,1728.0007765171613,5,7,Yes,No,No,FAIL
203.04392693635845,0,0,1,3.974585698143058,33.27806426768308,12.203070434827664,73.04957553374024,96.97533048668413,463.67458790293324,0,1,No,Yes,No,PASS
80.3087962638624,1,1,0,3.6373085107409198,57.86794768884846,13.958201199444662,100.0,86.29941601331055,455.78247301638856,0,0,Yes,No,No,PASS
392.77778282273044,5,4,1,10.245008669946511,94.40504682036122,21.256198537878312,33.13999499520572,44.74581715379251,1455.4155969672875,4,4,No,No,No,FAIL
183.85680114572776,1,0,0,3.344637140330236,42.21480015780654,11.74469667442509,89.63734750312048,84.58817416765822,518.5624469668575,0,1,Yes,No,Yes,PASS
252.66675021392768,3,5,3,4.4894453095378175,110.58910666110998,14.550322319243547,74.1042809622825,64.56101812630325,1216.12059529468,0,0,Yes,Yes,No,CONDITIONAL PASS
137.0817774444019,2,1,0,3.004644973528825,13.488141546738532,22.725182103843537,95.62718026590383,84.40773711453136,691.8044696583777,0,1,Yes,Yes,No,PASS
303.9627022332535,7,5,2,15.031473416766083,58.89916643944229,22.7009742619731,21.81211545321033,34.37329909163114,1564.2207753249108,4,3,No,No,No,FAIL
432.8107601993496,3,11,4,20.88868580545013,71.30741847534063,9.498805957678336,70.92413748942832,53.897101816034024,1377.41666926826,3,8,Yes,No,Yes,FAIL
237.24010580959214,2,0,0,1.0492909904428207,69.50865894730322,16.452610888227344,80.50843158680792,78.44331769714137,185.7383344658051,0,0,No,No,No,PASS
60.74586512394643,0,0,1,4.431375479510476,87.80965626049573,10.071576679747341,87.06501497307029,91.01649714712131,339.59379544344733,0,1,No,No,No,PASS
211.31649393701386,2,0,0,6.533639554352752,36.46191820585095,5.17429661571599,99.6100372556369,89.06320687888763,349.9527668685851,0,0,No,No,No,PASS
111.05862808015667,2,3,0,7.0834686568832925,96.60689436876842,23.998542907941218,57.87817404467506,75.89667473399841,1071.0441973940885,0,1,Yes,No,No,CONDITIONAL PASS
147.002735728314,2,3,0,6.883521134031713,79.39899964941267,22.458073744228145,53.3288318241369,75.16229861520476,946.8938093447802,1,1,No,No,No,CONDITIONAL PASS
204.67953535996435,2,6,1,6.240977957196671,41.725446002057915,22.2021917090797,60.15739436473024,72.32192435267366,999.8970239334351,2,4,Yes,No,No,CONDITIONAL PASS
55.59658605551104,0,1,0,5.267193640976403,42.68341804023248,8.409805932974255,98.24265843097383,74.0803435677382,30.0,0,1,No,No,Yes,PASS
203.18954111941144,1,3,0,2.717004968597208,93.67524815730854,19.6800386412094,67.37509803268424,73.40476412851456,1233.9630975132652,0,2,Yes,No,No,CONDITIONAL PASS
155.28738203265195,1,0,0,5.489255625438787,39.52011542511776,3.371628733124485,83.24520117808316,77.46787121773446,396.54535239036545,0,0,Yes,No,No,PASS
402.7383239119079,3,5,4,10.090986196750464,52.99208921448192,19.281426442794565,53.485893910199025,76.26917742142989,1258.3394415983,1,2,Yes,No,No,CONDITIONAL PASS
208.4155458381109,3,0,0,3.4745827305202464,98.14825766692915,13.964818763089136,88.94943267254153,84.57267049464963,446.1315850416714,0,0,No,No,No,PASS
379.8785299228956,1,2,2,5.482934820674648,123.54515912739097,10.153331444124653,63.21953435506715,71.71650182132075,1422.097188725139,0,0,No,No,No,CONDITIONAL PASS
293.9787337637779,5,3,0,5.862262276686222,56.08438349034405,19.865832780691214,41.56482906370771,65.2086261884719,1096.58006665586,0,1,Yes,No,No,CONDITIONAL PASS
187.21773790271394,2,0,0,4.210809568105585,61.21604719028466,15.530642745546633,81.75192845161453,84.3053551870241,714.9897398615278,0,0,No,No,No,PASS
185.8605659129299,1,0,0,5.182627320583032,37.919010073324,12.714748050576944,84.87490775398919,95.44342882060658,279.20402267855525,0,2,No,No,No,PASS
128.16055381921103,0,0,0,0.5,109.01214905129945,12.305782299678558,89.67569575784158,91.23103993145831,354.0529337004299,0,0,Yes,No,No,PASS
332.9233443186567,4,2,0,3.870389796432737,88.76549077305835,16.520092739423,73.78901869669704,74.02555355245418,968.1866648536391,1,1,Yes,Yes,No,CONDITIONAL PASS
140.9614458526904,2,0,0,7.286949563991259,124.1843226415427,12.526298505116669,74.78160569310285,86.99239287907501,395.50620466508656,0,0,No,No,No,PASS
394.25694758891535,5,7,3,10.718923863293318,96.67165474504009,19.290609730697195,40.247153802868965,48.16347705846509,1193.185745735826,0,4,Yes,No,No,FAIL
95.55217353740669,0,0,1,2.1950916821871767,10.74930702747762,12.663939075385324,87.55412848085109,84.77740439153736,411.5394444331568,0,0,Yes,No,No,PASS
200.50535854662957,0,0,0,3.847705418073042,61.8710446586682,12.432150945437712,85.363969594911,84.50273871696247,272.3175162660922,0,0,Yes,No,No,PASS
209.80284918067395,1,0,0,1.866741732934167,112.26168422168496,21.365522123123903,82.96754614913276,84.93133532784663,633.6336802908196,0,0,No,No,No,PASS
211.16079085447035,1,0,1,4.227752166515306,52.81272653391416,12.647309675625994,72.76051378065691,85.29425933667997,306.1203675129049,0,1,No,Yes,No,PASS
163.62328485047354,4,1,2,6.084513100171053,73.98923968867263,7.0110932719271055,77.30491441284768,67.57819932612016,525.3940829528512,0,3,Yes,No,No,CONDITIONAL PASS
364.70149180120205,4,0,0,6.902672014319239,85.58907864235125,13.517257894989884,77.73071630905405,70.49038893944314,757.8872585596166,1,1,No,No,No,CONDITIONAL PASS
586.2412597822257,10,3,3,11.6334406089367,158.4633037899777,16.583622157345218,60.52849132056818,50.40282164025887,1766.1924206366298,2,5,Yes,No,No,FAIL
165.0578376266173,1,1,0,4.550879573183863,81.17841352642029,7.004968837200718,84.14126739829811,96.2699087722942,530.5683068642314,0,0,No,No,No,PASS
613.5914050722413,4,2,3,16.370966225094374,156.69483889755534,18.50873318488755,47.454088644266825,35.965689055406514,1647.6138836125947,1,6,No,Yes,Yes,FAIL
161.44725744892713,1,0,2,3.096028548561018,47.72165565728816,15.687564468114257,85.84867044241759,76.36452860783128,590.5519378388381,0,1,Yes,No,No,PASS
184.39907803130424,2,0,0,8.59525176990409,59.81789524498987,16.57466694940851,88.87472461072727,93.21718650607266,556.4745540584327,0,0,No,Yes,No,PASS
351.53702028224495,10,6,6,12.958269474193175,100.66443662750888,22.568621183211427,58.34120340620976,45.30208609078095,1388.3541875480241,1,2,No,No,No,FAIL
200.90245751333418,4,1,3,2.992642112845406,58.99931464211136,9.18687275815056,74.15902747633095,61.492362210168146,805.1462242273149,0,3,No,No,No,CONDITIONAL PASS
285.2656780840562,6,13,3,8.659099270634558,75.44030465769482,28.925238973334622,37.45804811491669,41.338301884837215,1381.0195129369074,3,3,Yes,No,No,FAIL
175.37389743515374,1,1,0,0.5154223904676929,91.79733885101385,12.857547740974217,88.0557137875355,90.99162903774057,554.0044974261416,0,0,No,No,No,PASS
176.2392541636097,0,0,0,1.3405259597449208,86.21558555150284,12.958159810336944,96.65883098529847,90.49426167571652,458.3760052232633,0,0,No,No,No,PASS
311.4273375485987,0,1,1,8.838300841496011,63.72894768374981,7.590516892284328,82.84259239069206,80.61453172840065,318.66625619231127,0,1,No,No,No,PASS
321.15497875985056,5,2,1,8.800675125236316,121.18741837610125,15.326267178384754,57.51483088702999,73.23797775329173,1078.731598983211,1,0,Yes,No,Yes,CONDITIONAL PASS
218.31554752664243,0,1,0,7.525534512036019,61.176110953478464,23.06195318795504,98.8596909254664,87.2062909335476,817.2750835102703,0,0,No,No,No,PASS
297.18029069566495,7,3,2,8.54756598407599,81.96585397634914,9.018959422314634,62.98943231280818,75.20207218576452,729.1101589372538,1,2,No,Yes,No,CONDITIONAL PASS
357.51227305611536,1,2,0,2.9751430727638084,66.2149501490775,16.97914756641108,84.55700076653218,63.017389003574124,1145.4653749636948,2,0,Yes,No,No,CONDITIONAL PASS
185.82465296088242,2,0,0,3.7465543593394997,84.48094053012579,19.912774846562662,100.0,87.5294145233157,390.5005109090274,0,0,No,No,No,PASS
479.2421007387307,6,8,7,13.528578833750315,100.89145136104013,27.37480296343064,47.10206705415058,33.892788552817024,1135.1160392783127,3,4,No,Yes,Yes,FAIL
128.57054661502303,2,1,0,3.129266366046357,53.861758621572406,11.130267888319231,100.0,92.92641060615185,788.821540705099,1,0,Yes,No,No,PASS
332.6846974135466,6,0,1,8.87202739633846,45.869541882893046,24.913383864361492,46.643113866045674,65.70102688241762,697.7643062960141,0,1,Yes,No,Yes,CONDITIONAL PASS
