course_name,lecture_name,review_rating,review_comment,review_comment_clean,course_name_clean,lecture_name_clean,comment_length,word_count
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,It's a cornucopia of wonders,it's a cornucopia of wonders,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,28,5
Introduction to Data and Data Science,Dispelling Common Misconceptions,5,Perfect - Simple and to the point - simplifying complex terms in a great way.,perfect - simple and to the point - simplifying complex terms in a great way.,Introduction to Data and Data Science,Dispelling Common Misconceptions,77,15
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,It's so good,it's so good,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,12,3
Introduction to Data and Data Science,Dispelling Common Misconceptions,5,amazing,amazing,Introduction to Data and Data Science,Dispelling Common Misconceptions,7,1
Introduction to Data and Data Science,Dispelling Common Misconceptions,5,Good,good,Introduction to Data and Data Science,Dispelling Common Misconceptions,4,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,excellent,excellent,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,9,1
Introduction to Data and Data Science,Dispelling Common Misconceptions,5,It has been a great start,it has been a great start,Introduction to Data and Data Science,Dispelling Common Misconceptions,25,6
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Very excellent content. ,very excellent content.,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,23,3
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Te course content is amazingly well organised and easy to understand. Thank you 365 Data science team!,te course content is amazingly well organised and easy to understand. thank you 365 data science team!,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,102,17
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Exceeded my expectations ,exceeded my expectations,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,24,3
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,its ok.  ive gotten similar content on youtube,its ok.  ive gotten similar content on youtube,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,46,8
Introduction to Data and Data Science,Dispelling Common Misconceptions,5,"The course is wonderful and very informative, contains all the required knowledge and also contains activities to which help evaluate your knowledge from the class section ","the course is wonderful and very informative, contains all the required knowledge and also contains activities to which help evaluate your knowledge from the class section",Introduction to Data and Data Science,Dispelling Common Misconceptions,171,26
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Clear Structured and very simple to understand,clear structured and very simple to understand,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,46,7
Introduction to Data and Data Science,Dispelling Common Misconceptions,5,"best intro I've  ever seen in my life you have introduce datascience in the right way that should be donne ,
thank you for watching hh","best intro i've  ever seen in my life you have introduce datascience in the right way that should be donne ,
thank you for watching hh",Introduction to Data and Data Science,Dispelling Common Misconceptions,134,26
Introduction to Data and Data Science,Dispelling Common Misconceptions,5,"Excellent, only one thing, Fiction examples (like Robots & Arrow & bow or Robot and Choclate) to simplfy the information make it more hard to understand , which to get more Real Life related Examples. Wish to have more real life realated examples accordingly.

thanks alot for this oppurtunity for Learning.","excellent, only one thing, fiction examples (like robots & arrow & bow or robot and choclate) to simplfy the information make it more hard to understand , which to get more real life related examples. wish to have more real life realated examples accordingly.

thanks alot for this oppurtunity for learning.",Introduction to Data and Data Science,Dispelling Common Misconceptions,307,51
Introduction to Data and Data Science,Dispelling Common Misconceptions,5,Excellent simplification of a complex concept as Data Science...,excellent simplification of a complex concept as data science...,Introduction to Data and Data Science,Dispelling Common Misconceptions,64,9
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Thank you for this free trial period. I am learning a lot. ,thank you for this free trial period. i am learning a lot.,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,58,12
Introduction to Data and Data Science,Dispelling Common Misconceptions,5,Brilliant,brilliant,Introduction to Data and Data Science,Dispelling Common Misconceptions,9,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,excellent,excellent,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,9,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Great,great,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,1
Introduction to Data and Data Science,Dispelling Common Misconceptions,5,Very explanatory,very explanatory,Introduction to Data and Data Science,Dispelling Common Misconceptions,16,2
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Great overview of Data and Data Science.,great overview of data and data science.,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,40,7
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,One of the best overviews of the data field. The infographic is a great way get an overview,one of the best overviews of the data field. the infographic is a great way get an overview,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,91,18
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,The best way to introduce data and data stuff concepts,the best way to introduce data and data stuff concepts,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,54,10
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,It´s a excellent ,it´s a excellent,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,16,3
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,great,great,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,great course ,great course,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,12,2
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Focused and easy to understand ,focused and easy to understand,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,30,5
Introduction to Data and Data Science,Dispelling Common Misconceptions,5,"Excellent, well laid out and a very good overview of the Data Science field. Will be referring back to it as I progress through other courses. ","excellent, well laid out and a very good overview of the data science field. will be referring back to it as i progress through other courses.",Introduction to Data and Data Science,Dispelling Common Misconceptions,142,26
Introduction to Data and Data Science,Dispelling Common Misconceptions,5,informative,informative,Introduction to Data and Data Science,Dispelling Common Misconceptions,11,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,This course lays proper foundation on data and data science. So far I am enjoying the lessons and would recommend it 10/10 for new learners. ,this course lays proper foundation on data and data science. so far i am enjoying the lessons and would recommend it 10/10 for new learners.,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,140,25
Introduction to Data and Data Science,Dispelling Common Misconceptions,5,"I love this course
",i love this course,Introduction to Data and Data Science,Dispelling Common Misconceptions,18,4
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,otimo,otimo,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Very engaging and condensed structure map is also very useful.,very engaging and condensed structure map is also very useful.,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,62,10
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,The distinctions between fields and terms are very clear and are presented in a visual and fun way.,the distinctions between fields and terms are very clear and are presented in a visual and fun way.,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,99,18
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Great content ,great content,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,13,2
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,"its really are very good course, everything is easily understood","its really are very good course, everything is easily understood",Introduction to Data and Data Science,Why do we Need each of these Disciplines?,64,10
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Excellent,excellent,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,9,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Amazing,amazing,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,7,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Excellent ,excellent,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,9,1
Introduction to Data and Data Science,Dispelling Common Misconceptions,5,💯 ,💯,Introduction to Data and Data Science,Dispelling Common Misconceptions,1,1
Introduction to Data and Data Science,Dispelling Common Misconceptions,5,10,10,Introduction to Data and Data Science,Dispelling Common Misconceptions,2,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Excellent ,excellent,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,9,1
Introduction to Data and Data Science,Dispelling Common Misconceptions,5,thank you,thank you,Introduction to Data and Data Science,Dispelling Common Misconceptions,9,2
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Amazing,amazing,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,7,1
Introduction to Data and Data Science,Dispelling Common Misconceptions,5,"Very organised learning techniques, and enjoyed every lesson. ","very organised learning techniques, and enjoyed every lesson.",Introduction to Data and Data Science,Dispelling Common Misconceptions,61,8
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,enlightening..,enlightening..,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,14,1
Introduction to Data and Data Science,Dispelling Common Misconceptions,5,This is great!,this is great!,Introduction to Data and Data Science,Dispelling Common Misconceptions,14,3
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,The infographics and detailed explanations make the material very easy to grasp.,the infographics and detailed explanations make the material very easy to grasp.,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,80,12
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Excellent,excellent,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,9,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Very good intro to data science. Answered a lot of questions I have about the industry and the discipline.,very good intro to data science. answered a lot of questions i have about the industry and the discipline.,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,106,19
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Great intro to Data Science,great intro to data science,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,27,5
Introduction to Data and Data Science,Dispelling Common Misconceptions,5,Good,good,Introduction to Data and Data Science,Dispelling Common Misconceptions,4,1
Introduction to Data and Data Science,Dispelling Common Misconceptions,5,Great course,great course,Introduction to Data and Data Science,Dispelling Common Misconceptions,12,2
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Amazing way of concepts walkthrough,amazing way of concepts walkthrough,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,35,5
Introduction to Data and Data Science,Dispelling Common Misconceptions,5,amazing,amazing,Introduction to Data and Data Science,Dispelling Common Misconceptions,7,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,excellent,excellent,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,9,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Highly Satisfied,highly satisfied,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,16,2
Introduction to Data and Data Science,Dispelling Common Misconceptions,5,nice start,nice start,Introduction to Data and Data Science,Dispelling Common Misconceptions,10,2
Introduction to Data and Data Science,Dispelling Common Misconceptions,5,The  course introduces to the concepts as expected. Awesome visuals make it easy to understand the things.,the  course introduces to the concepts as expected. awesome visuals make it easy to understand the things.,Introduction to Data and Data Science,Dispelling Common Misconceptions,106,17
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Niche driven approach,niche driven approach,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,21,3
Introduction to Data and Data Science,Dispelling Common Misconceptions,5,its excellent to understand basic difference of data science and machine learning and so on.,its excellent to understand basic difference of data science and machine learning and so on.,Introduction to Data and Data Science,Dispelling Common Misconceptions,92,15
Introduction to Data and Data Science,Dispelling Common Misconceptions,5,Well curated,well curated,Introduction to Data and Data Science,Dispelling Common Misconceptions,12,2
Introduction to Data and Data Science,Dispelling Common Misconceptions,5,great thanks,great thanks,Introduction to Data and Data Science,Dispelling Common Misconceptions,12,2
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Good course ,good course,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,11,2
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,NICE,nice,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,4,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Clear understanding of Basic Data and Data science field,clear understanding of basic data and data science field,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,56,9
Introduction to Data and Data Science,Dispelling Common Misconceptions,5,"good
",good,Introduction to Data and Data Science,Dispelling Common Misconceptions,4,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Thanks,thanks,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,6,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,"Excellent!
",excellent!,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,10,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,The courses are simplified in the most understandtandle way that even a 8th grader can understand it.,the courses are simplified in the most understandtandle way that even a 8th grader can understand it.,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,101,17
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Excellent,excellent,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,9,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,very informative,very informative,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,16,2
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Everything is explained in a very good manner where anyone can easily understand. ,everything is explained in a very good manner where anyone can easily understand.,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,81,13
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,"I do know the basic in data science the course should be develop my knowledge thank you so much 
",i do know the basic in data science the course should be develop my knowledge thank you so much,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,95,19
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,It is an enlightening and amazing course.,it is an enlightening and amazing course.,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,41,7
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Good,good,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,4,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,"very useful , Everyday I am learning new concept","very useful , everyday i am learning new concept",Introduction to Data and Data Science,Why do we Need each of these Disciplines?,48,9
Introduction to Data and Data Science,Dispelling Common Misconceptions,5,Awesome syllabus,awesome syllabus,Introduction to Data and Data Science,Dispelling Common Misconceptions,16,2
Introduction to Data and Data Science,Dispelling Common Misconceptions,5,It was good for new commers,it was good for new commers,Introduction to Data and Data Science,Dispelling Common Misconceptions,27,6
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Doing great,doing great,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,11,2
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,helpfull for me ,helpfull for me,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,15,3
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Excellent,excellent,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,9,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Very understandable and informative !,very understandable and informative !,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,37,5
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Amazing. I love to learn the way I am being taught,amazing. i love to learn the way i am being taught,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,50,11
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Succinct. ,succinct.,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,9,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,This course is doing a great job of simplifying the complex terminologies used in the Data domain with very good animations at the same time making it interesting and enjoyable. ,this course is doing a great job of simplifying the complex terminologies used in the data domain with very good animations at the same time making it interesting and enjoyable.,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,177,30
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,4,4,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,1,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,"meeting expectation, pretty clear and concise","meeting expectation, pretty clear and concise",Introduction to Data and Data Science,Why do we Need each of these Disciplines?,45,6
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Enjoying my time with some great study materials.,enjoying my time with some great study materials.,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,49,8
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,"Very usefull course, explained very well. Grat A+++","very usefull course, explained very well. grat a+++",Introduction to Data and Data Science,Why do we Need each of these Disciplines?,51,8
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,According to the content and explanation I can clearly mean to say it's really useful to the people who are willing to learn and acquire knowledge can be more benificial from the classes. ,according to the content and explanation i can clearly mean to say it's really useful to the people who are willing to learn and acquire knowledge can be more benificial from the classes.,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,187,33
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,perfect perfect nd perfect,perfect perfect nd perfect,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,26,4
Introduction to Data and Data Science,Dispelling Common Misconceptions,5,"A very awesome way of teaching. 
If i would had met u before.my life would have changed. 
Thanks","a very awesome way of teaching. 
if i would had met u before.my life would have changed. 
thanks",Introduction to Data and Data Science,Dispelling Common Misconceptions,96,18
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,"Fantastic
",fantastic,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,9,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Well explained...,well explained...,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,17,2
Introduction to Data and Data Science,Dispelling Common Misconceptions,5,Excellent for beginners like me,excellent for beginners like me,Introduction to Data and Data Science,Dispelling Common Misconceptions,31,5
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Excellent,excellent,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,9,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Clear cut explanation on each and every single terms.Loved it.,clear cut explanation on each and every single terms.loved it.,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,62,10
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Very good ,very good,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,9,2
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,I am having a great experience in learning.,i am having a great experience in learning.,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,43,8
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,"The course really helped me in understanding Data Science related terminologies.
I am happy to receive a bunch of knowledge with some investment of my time.
I am eager to know what would be next.
I am planning to take an upgradation :)","the course really helped me in understanding data science related terminologies.
i am happy to receive a bunch of knowledge with some investment of my time.
i am eager to know what would be next.
i am planning to take an upgradation :)",Introduction to Data and Data Science,Why do we Need each of these Disciplines?,235,43
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,"I don't any idea about the data science or data analysis, but so far what was discussed in the videos are excellent. I am able to understand the content provided with examples. ","i don't any idea about the data science or data analysis, but so far what was discussed in the videos are excellent. i am able to understand the content provided with examples.",Introduction to Data and Data Science,Why do we Need each of these Disciplines?,176,32
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,the constructor is brilliant in explaination ,the constructor is brilliant in explaination,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,44,6
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Excellent,excellent,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,9,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Everything is explained in an amazingly easy to understand and retain manner,everything is explained in an amazingly easy to understand and retain manner,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,76,12
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Excellent ,excellent,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,9,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Im very Lucky to have this course ,im very lucky to have this course,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,33,7
Introduction to Data and Data Science,Dispelling Common Misconceptions,5,"The course was really helpful in understanding different roles in the industry, methods and tools used by each. 

The clear representation of all the above using the infographics gave a picture for understanding and memorizing the information.","the course was really helpful in understanding different roles in the industry, methods and tools used by each. 

the clear representation of all the above using the infographics gave a picture for understanding and memorizing the information.",Introduction to Data and Data Science,Dispelling Common Misconceptions,243,37
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Well Explained ,well explained,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,14,2
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,The course is best with useful animations if you are here for basic knowledge.,the course is best with useful animations if you are here for basic knowledge.,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,78,14
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Excelente,excelente,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,9,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Good ,good,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,4,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,I was expecting more practical lessons than quizzes but it's chill ,i was expecting more practical lessons than quizzes but it's chill,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,66,11
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Very informative!,very informative!,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,17,2
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Amazing 😍,amazing 😍,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,9,2
Introduction to Data and Data Science,Dispelling Common Misconceptions,5,Great theoretical introduction. Fun to watch.,great theoretical introduction. fun to watch.,Introduction to Data and Data Science,Dispelling Common Misconceptions,45,6
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Excellent,excellent,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,9,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Great course! Thanks!,great course! thanks!,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,21,3
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,excellent,excellent,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,9,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,well detailed and easy to understand.,well detailed and easy to understand.,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,37,6
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,straight to the point,straight to the point,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,21,4
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,I am so happy I found this. I just finished a 6 course MIT DSML program and still feel like I am clueless even with the top grades of my Cohort.  ,i am so happy i found this. i just finished a 6 course mit dsml program and still feel like i am clueless even with the top grades of my cohort.,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,144,31
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Excellent,excellent,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,9,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,perfect,perfect,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,7,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,"This course is creative, easier to understand and quite informative. That's why I like this course. ","this course is creative, easier to understand and quite informative. that's why i like this course.",Introduction to Data and Data Science,Why do we Need each of these Disciplines?,99,16
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,I am beginner in Data Science and I don't start my university and I said really truth I have clear my most of concept about Data science field,i am beginner in data science and i don't start my university and i said really truth i have clear my most of concept about data science field,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,142,28
Introduction to Data and Data Science,Dispelling Common Misconceptions,5,"Lot's of theoretical knowledge, but it's understandable in such a broad topic.","lot's of theoretical knowledge, but it's understandable in such a broad topic.",Introduction to Data and Data Science,Dispelling Common Misconceptions,78,12
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Great Learning Experience,great learning experience,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,25,3
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,good,good,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,4,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,like to study from here,like to study from here,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,23,5
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Enjoying it so far.,enjoying it so far.,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,19,4
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,so far so good,so far so good,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,14,4
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,As far this movement I found the course engaging ,as far this movement i found the course engaging,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,48,9
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,The teaching methodology is good for sure is easy to keep going ,the teaching methodology is good for sure is easy to keep going,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,63,12
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,It was fantastic so far.. I hope it continues ,it was fantastic so far.. i hope it continues,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,45,9
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,this course is amazing.... the  stuff is systematic and easy to learn,this course is amazing.... the  stuff is systematic and easy to learn,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,69,12
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,great,great,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,super easy to understand ,super easy to understand,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,24,4
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Good,good,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,4,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,"Very useful ,5star","very useful ,5star",Introduction to Data and Data Science,Why do we Need each of these Disciplines?,18,3
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,"excellent
",excellent,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,9,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Thanks,thanks,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,6,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,great,great,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,Very clear information. The graphics help a lot the communication!,very clear information. the graphics help a lot the communication!,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,66,10
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,nice,nice,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,4,1
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,"I have been scared of starting my Data science jour ney because after surfing the internet it looked so ambiguous and scary. However, here it is simplified and is looking like something I can do. I am here for the long haul.","i have been scared of starting my data science jour ney because after surfing the internet it looked so ambiguous and scary. however, here it is simplified and is looking like something i can do. i am here for the long haul.",Introduction to Data and Data Science,Why do we Need each of these Disciplines?,224,42
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,I love it ,i love it,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,9,3
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,JUST WOW!!,just wow!!,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,10,2
Introduction to Data and Data Science,Why do we Need each of these Disciplines?,5,By far one of the best and most simplified data course. Everything is broken down so simply to make it easily digestible. I also like the exercises in between that not only  tests knowledge but also shows further explanations when you chose a right or wrong answer ,by far one of the best and most simplified data course. everything is broken down so simply to make it easily digestible. i also like the exercises in between that not only  tests knowledge but also shows further explanations when you chose a right or wrong answer,Introduction to Data and Data Science,Why do we Need each of these Disciplines?,264,47
